order_id,order_date,customer_id,ship_mode,status,payment_method
ORD-00330,2026-04-19 15:41:00,CUST-0132,Standard Class,Completed,COD
ORD-00331,2025-04-20 11:52:00,CUST-0276,Standard Class,Completed,Credit Card
ORD-00332,2026-04-23 16:44:00,CUST-0140,Second Class,Completed,E-Wallet
ORD-00333,2025-02-25 17:47:00,CUST-0123,First Class,Completed,E-Wallet
ORD-00334,2025-01-26 18:57:00,CUST-0272,Standard Class,Completed,E-Wallet
ORD-00335,2025-11-23 11:03:00,CUST-0052,First Class,Completed,COD
ORD-00336,2025-06-19 19:30:00,CUST-0052,Standard Class,Completed,E-Wallet
ORD-00337,2025-01-03 16:59:00,CUST-0081,Second Class,Completed,COD
ORD-00338,2025-12-01 15:30:00,CUST-0103,Standard Class,Completed,Credit Card
ORD-00339,2025-06-14 12:41:00,CUST-0031,Second Class,Completed,Transfer Bank
ORD-00340,2025-11-30 17:14:00,CUST-0274,Standard Class,Completed,Transfer Bank
ORD-00341,2026-04-13 10:26:00,CUST-0091,Second Class,Completed,Transfer Bank
ORD-00342,2026-03-05 14:50:00,CUST-0254,Standard Class,Completed,E-Wallet
ORD-00343,2026-04-25 19:55:00,CUST-0149,Same Day,Completed,Transfer Bank
ORD-00344,2025-01-05 12:36:00,CUST-0055,Standard Class,Completed,Credit Card
ORD-00345,2025-05-26 15:41:00,CUST-0279,Standard Class,Completed,COD
ORD-00346,2026-04-01 10:54:00,CUST-0259,Second Class,Completed,COD
ORD-00347,2025-05-20 11:51:00,CUST-0058,Second Class,Completed,Credit Card
ORD-00348,2025-03-25 19:29:00,CUST-0132,Second Class,Completed,E-Wallet
ORD-00349,2025-01-08 19:21:00,CUST-0152,Standard Class,Completed,E-Wallet
ORD-00350,2025-03-31 17:54:00,CUST-0208,First Class,Completed,COD
ORD-00351,2025-09-21 13:05:00,CUST-0206,Second Class,Cancelled,Transfer Bank
ORD-00352,2025-04-05 10:30:00,CUST-0166,Same Day,Completed,E-Wallet
ORD-00353,2025-01-04 12:24:00,CUST-0121,Standard Class,Completed,COD
ORD-00354,2026-01-21 12:21:00,CUST-0155,Second Class,Completed,Transfer Bank
ORD-00355,2025-05-14 18:23:00,CUST-0121,Standard Class,Completed,Transfer Bank
ORD-00356,2025-12-08 09:29:00,CUST-0158,Second Class,Completed,E-Wallet
ORD-00357,2025-07-27 18:32:00,CUST-0160,Standard Class,Completed,Transfer Bank
ORD-00358,2025-11-24 12:23:00,CUST-0114,Standard Class,Completed,E-Wallet
ORD-00359,2026-05-06 10:30:00,CUST-0079,First Class,Completed,COD
ORD-00360,2026-01-18 17:23:00,CUST-0213,Second Class,Completed,COD
ORD-00361,2026-01-23 16:51:00,CUST-0112,Standard Class,Completed,E-Wallet
ORD-00362,2025-12-15 20:38:00,CUST-0042,Standard Class,Completed,COD
ORD-00363,2025-09-28 19:23:00,CUST-0040,Standard Class,Completed,Transfer Bank
ORD-00364,2025-02-01 21:35:00,CUST-0259,Standard Class,Completed,E-Wallet
ORD-00365,2025-10-21 16:09:00,CUST-0085,Standard Class,Completed,Credit Card
ORD-00366,2026-03-14 16:28:00,CUST-0060,Second Class,Cancelled,E-Wallet
ORD-00367,2026-01-03 17:31:00,CUST-0047,Standard Class,Completed,COD
ORD-00368,2026-02-19 08:29:00,CUST-0068,Standard Class,Completed,COD
ORD-00369,2025-08-22 17:03:00,CUST-0287,Second Class,Completed,COD
ORD-00370,2025-12-11 20:19:00,CUST-0012,Standard Class,Completed,COD
ORD-00371,2025-05-11 21:00:00,CUST-0112,Standard Class,Completed,Transfer Bank
ORD-00372,2025-01-24 14:22:00,CUST-0033,First Class,Completed,Transfer Bank
ORD-00373,2026-04-24 09:59:00,CUST-0242,Standard Class,Completed,Transfer Bank
ORD-00374,2025-05-27 14:11:00,CUST-0070,First Class,Completed,COD
ORD-00375,2025-07-11 14:28:00,CUST-0194,First Class,Returned,COD
ORD-00376,2025-02-11 18:42:00,CUST-0277,Standard Class,Completed,E-Wallet
ORD-00377,2025-12-01 21:22:00,CUST-0061,Standard Class,Completed,E-Wallet
ORD-00378,2025-10-03 14:33:00,CUST-0066,Standard Class,Completed,E-Wallet
ORD-00379,2026-03-04 08:48:00,CUST-0012,Standard Class,Completed,Credit Card
ORD-00380,2025-08-26 18:46:00,CUST-0279,Standard Class,Completed,COD
ORD-00381,2025-09-30 14:52:00,CUST-0118,Second Class,Completed,E-Wallet
ORD-00382,2025-08-24 13:09:00,CUST-0142,Second Class,Completed,E-Wallet
ORD-00383,2026-04-25 19:48:00,CUST-0058,Second Class,Completed,Transfer Bank
ORD-00384,2026-02-19 18:26:00,CUST-0009,First Class,Completed,E-Wallet
ORD-00385,2025-04-16 09:06:00,CUST-0018,First Class,Completed,COD
ORD-00386,2025-11-03 18:45:00,CUST-0025,Standard Class,Completed,E-Wallet
ORD-00387,2026-01-15 08:25:00,CUST-0225,Standard Class,Completed,E-Wallet
ORD-00388,2025-10-04 11:48:00,CUST-0029,Standard Class,Completed,E-Wallet
ORD-00389,2025-09-15 12:14:00,CUST-0295,Second Class,Completed,Credit Card
ORD-00390,2025-10-23 17:49:00,CUST-0165,Standard Class,Completed,E-Wallet
ORD-00391,2025-06-04 10:42:00,CUST-0267,Standard Class,Completed,E-Wallet
ORD-00392,2025-07-31 12:17:00,CUST-0032,Second Class,Completed,E-Wallet
ORD-00393,2025-11-17 18:27:00,CUST-0285,First Class,Completed,COD
ORD-00394,2025-01-25 13:41:00,CUST-0196,Standard Class,Completed,Credit Card
ORD-00395,2025-12-23 14:26:00,CUST-0077,Standard Class,Completed,Credit Card
ORD-00396,2025-07-12 10:48:00,CUST-0276,Standard Class,Completed,COD
ORD-00397,2025-05-04 21:14:00,CUST-0154,First Class,Completed,E-Wallet
ORD-00398,2026-02-17 15:58:00,CUST-0030,Second Class,Completed,COD
ORD-00399,2026-05-11 14:35:00,CUST-0272,First Class,Completed,E-Wallet
ORD-00400,2025-07-18 11:16:00,CUST-0105,Standard Class,Completed,Credit Card
ORD-00401,2025-11-28 09:59:00,CUST-0231,Standard Class,Completed,Credit Card
ORD-00402,2025-02-17 16:46:00,CUST-0098,Standard Class,Completed,Transfer Bank
ORD-00403,2025-05-18 14:43:00,CUST-0021,Standard Class,Completed,Transfer Bank
ORD-00404,2025-04-07 20:48:00,CUST-0287,First Class,Completed,E-Wallet
ORD-00405,2025-09-03 11:55:00,CUST-0171,First Class,Completed,Credit Card
ORD-00406,2026-05-05 08:13:00,CUST-0098,Standard Class,Completed,Transfer Bank
ORD-00407,2026-01-18 20:30:00,CUST-0125,Standard Class,Completed,E-Wallet
ORD-00408,2025-07-23 11:35:00,CUST-0165,Standard Class,Cancelled,Credit Card
ORD-00409,2025-07-14 15:34:00,CUST-0184,Standard Class,Completed,Credit Card
ORD-00410,2025-05-14 13:32:00,CUST-0255,Standard Class,Completed,COD
ORD-00411,2025-02-20 20:46:00,CUST-0241,Standard Class,Completed,Credit Card
ORD-00412,2026-04-14 11:23:00,CUST-0161,Second Class,Completed,COD
ORD-00413,2025-01-24 17:55:00,CUST-0114,Standard Class,Completed,E-Wallet
ORD-00414,2025-01-09 12:35:00,CUST-0300,Standard Class,Completed,COD
ORD-00415,2025-06-01 10:12:00,CUST-0169,Standard Class,Completed,E-Wallet
ORD-00416,2025-07-14 17:53:00,CUST-0126,Standard Class,Completed,COD
ORD-00417,2025-10-09 18:43:00,CUST-0173,Standard Class,Completed,Credit Card
ORD-00418,2026-01-26 21:31:00,CUST-0252,Standard Class,Completed,COD
ORD-00419,2025-03-28 19:50:00,CUST-0181,Standard Class,Completed,E-Wallet
ORD-00420,2025-03-13 19:34:00,CUST-0251,Standard Class,Completed,E-Wallet
ORD-00421,2026-04-15 16:41:00,CUST-0031,Second Class,Completed,Transfer Bank
ORD-00422,2026-03-06 21:04:00,CUST-0025,First Class,Completed,Transfer Bank
ORD-00423,2025-07-31 10:53:00,CUST-0119,Second Class,Completed,Transfer Bank
ORD-00424,2025-12-29 10:00:00,CUST-0112,Second Class,Completed,COD
ORD-00425,2025-07-11 08:39:00,CUST-0248,Second Class,Completed,COD
ORD-00426,2025-01-09 08:34:00,CUST-0283,Second Class,Completed,COD
ORD-00427,2025-01-07 08:33:00,CUST-0141,Second Class,Completed,Credit Card
ORD-00428,2025-01-09 16:52:00,CUST-0221,Standard Class,Completed,E-Wallet
ORD-00429,2025-02-24 09:33:00,CUST-0077,First Class,Completed,E-Wallet
ORD-00430,2025-04-09 17:33:00,CUST-0130,Standard Class,Completed,Credit Card
ORD-00431,2025-05-17 20:25:00,CUST-0041,Second Class,Completed,Credit Card
ORD-00432,2026-05-07 14:29:00,CUST-0290,Second Class,Completed,E-Wallet
ORD-00433,2025-12-23 11:19:00,CUST-0042,Standard Class,Returned,Transfer Bank
ORD-00434,2025-02-17 14:24:00,CUST-0194,Second Class,Completed,COD
ORD-00435,2025-01-29 18:00:00,CUST-0088,Standard Class,Completed,Transfer Bank
ORD-00436,2025-09-13 21:27:00,CUST-0170,Same Day,Completed,Transfer Bank
ORD-00437,2026-04-04 16:58:00,CUST-0022,Standard Class,Completed,E-Wallet
ORD-00438,2025-04-19 21:44:00,CUST-0291,Same Day,Completed,COD
ORD-00439,2025-05-19 08:59:00,CUST-0039,First Class,Completed,Credit Card
ORD-00440,2026-04-06 16:36:00,CUST-0017,Second Class,Completed,E-Wallet
ORD-00441,2026-04-21 21:20:00,CUST-0009,Standard Class,Completed,E-Wallet
ORD-00442,2025-10-28 10:48:00,CUST-0204,Standard Class,Completed,Transfer Bank
ORD-00443,2025-06-03 10:36:00,CUST-0124,Standard Class,Completed,COD
ORD-00444,2025-12-13 16:21:00,CUST-0197,First Class,Completed,E-Wallet
ORD-00445,2026-02-09 19:46:00,CUST-0041,Standard Class,Completed,Credit Card
ORD-00446,2025-01-28 09:27:00,CUST-0119,Second Class,Completed,Transfer Bank
ORD-00447,2025-06-24 17:49:00,CUST-0204,Standard Class,Completed,Credit Card
ORD-00448,2025-01-16 18:17:00,CUST-0231,Standard Class,Completed,COD
ORD-00449,2025-04-27 13:35:00,CUST-0193,Standard Class,Completed,COD
ORD-00450,2025-04-06 18:37:00,CUST-0195,Second Class,Completed,Transfer Bank
ORD-00451,2026-01-31 17:18:00,CUST-0127,First Class,Completed,Transfer Bank
ORD-00452,2025-02-12 12:09:00,CUST-0195,Standard Class,Returned,E-Wallet
ORD-00453,2026-01-14 14:20:00,CUST-0185,Standard Class,Completed,Transfer Bank
ORD-00454,2025-02-16 08:19:00,CUST-0228,Standard Class,Completed,Credit Card
ORD-00455,2026-01-25 12:06:00,CUST-0068,Second Class,Completed,Transfer Bank
ORD-00456,2025-04-06 14:28:00,CUST-0286,First Class,Completed,COD
ORD-00457,2025-02-22 08:05:00,CUST-0182,Same Day,Completed,Transfer Bank
ORD-00458,2025-11-02 17:50:00,CUST-0167,Second Class,Completed,COD
ORD-00459,2025-01-07 12:26:00,CUST-0199,Standard Class,Completed,Transfer Bank
ORD-00460,2026-01-07 16:57:00,CUST-0125,First Class,Completed,E-Wallet
ORD-00461,2025-12-17 14:10:00,CUST-0072,Second Class,Completed,Credit Card
ORD-00462,2025-06-04 12:31:00,CUST-0075,Second Class,Completed,Transfer Bank
ORD-00463,2025-03-27 14:17:00,CUST-0216,Standard Class,Completed,Credit Card
ORD-00464,2025-09-05 20:04:00,CUST-0185,Second Class,Completed,Credit Card
ORD-00465,2026-04-29 11:46:00,CUST-0254,Standard Class,Completed,E-Wallet
ORD-00466,2025-08-23 09:08:00,CUST-0156,Second Class,Completed,Transfer Bank
ORD-00467,2026-05-01 14:21:00,CUST-0195,Second Class,Completed,Credit Card
ORD-00468,2025-08-14 13:27:00,CUST-0070,Second Class,Completed,Credit Card
ORD-00469,2025-06-14 17:44:00,CUST-0103,Second Class,Completed,COD
ORD-00470,2025-06-10 10:25:00,CUST-0164,Standard Class,Completed,Credit Card
ORD-00471,2026-01-12 19:40:00,CUST-0252,Second Class,Completed,E-Wallet
ORD-00472,2025-06-16 14:17:00,CUST-0202,Second Class,Completed,Credit Card
ORD-00473,2025-02-28 17:12:00,CUST-0280,Standard Class,Completed,E-Wallet
ORD-00474,2025-12-16 20:35:00,CUST-0014,Standard Class,Completed,COD
ORD-00475,2026-04-28 19:13:00,CUST-0225,Standard Class,Cancelled,Credit Card
ORD-00476,2026-03-02 19:04:00,CUST-0210,Second Class,Completed,COD
ORD-00477,2025-03-13 18:19:00,CUST-0124,Second Class,Completed,Credit Card
ORD-00478,2025-12-04 10:45:00,CUST-0217,Second Class,Completed,COD
ORD-00479,2025-02-07 15:38:00,CUST-0246,First Class,Completed,COD
ORD-00480,2025-10-01 16:59:00,CUST-0215,Standard Class,Completed,Transfer Bank
ORD-00481,2026-02-09 13:44:00,CUST-0275,Standard Class,Completed,Transfer Bank
ORD-00482,2025-02-25 20:15:00,CUST-0182,Standard Class,Completed,E-Wallet
ORD-00483,2025-11-28 17:02:00,CUST-0289,Same Day,Completed,COD
ORD-00484,2026-05-11 20:21:00,CUST-0221,Standard Class,Completed,Transfer Bank
ORD-00485,2025-01-06 09:16:00,CUST-0114,Standard Class,Completed,E-Wallet
ORD-00486,2025-08-17 13:25:00,CUST-0238,Standard Class,Completed,E-Wallet
ORD-00487,2025-06-26 08:30:00,CUST-0054,Standard Class,Completed,Credit Card
ORD-00488,2025-08-01 09:07:00,CUST-0073,Standard Class,Cancelled,Credit Card
ORD-00489,2025-06-09 13:29:00,CUST-0106,Standard Class,Completed,COD
ORD-00490,2025-06-28 15:06:00,CUST-0225,Standard Class,Completed,COD
ORD-00491,2025-06-13 09:19:00,CUST-0023,Standard Class,Completed,Transfer Bank
ORD-00492,2025-01-12 21:21:00,CUST-0056,First Class,Completed,E-Wallet
ORD-00493,2026-04-22 19:15:00,CUST-0265,Second Class,Completed,E-Wallet
ORD-00494,2025-10-10 10:21:00,CUST-0287,Standard Class,Completed,COD
ORD-00495,2026-05-06 15:14:00,CUST-0208,First Class,Completed,E-Wallet
ORD-00496,2025-04-06 18:42:00,CUST-0222,Standard Class,Completed,COD
ORD-00497,2025-01-15 19:39:00,CUST-0102,Standard Class,Completed,COD
ORD-00498,2025-10-31 14:24:00,CUST-0003,Standard Class,Returned,E-Wallet
ORD-00499,2025-04-16 12:48:00,CUST-0033,Same Day,Returned,Transfer Bank
ORD-00500,2026-02-14 21:34:00,CUST-0096,First Class,Completed,Credit Card
ORD-00501,2025-06-16 11:29:00,CUST-0059,Standard Class,Completed,Credit Card
ORD-00502,2025-12-10 21:31:00,CUST-0271,Second Class,Completed,Credit Card
ORD-00503,2025-11-02 14:39:00,CUST-0201,Standard Class,Completed,Transfer Bank
ORD-00504,2025-06-28 13:54:00,CUST-0235,First Class,Returned,E-Wallet
ORD-00505,2026-02-21 18:45:00,CUST-0153,Standard Class,Completed,Transfer Bank
ORD-00506,2025-12-11 10:20:00,CUST-0061,Standard Class,Completed,E-Wallet
ORD-00507,2025-06-06 09:11:00,CUST-0192,Same Day,Completed,E-Wallet
ORD-00508,2025-09-19 14:26:00,CUST-0071,Standard Class,Completed,COD
ORD-00509,2025-08-05 10:31:00,CUST-0276,Second Class,Completed,E-Wallet
ORD-00510,2025-10-12 10:31:00,CUST-0148,Standard Class,Completed,E-Wallet
ORD-00511,2025-04-06 13:53:00,CUST-0231,Standard Class,Completed,Transfer Bank
ORD-00512,2026-03-20 13:00:00,CUST-0249,Standard Class,Completed,E-Wallet
ORD-00513,2025-04-10 21:24:00,CUST-0288,Same Day,Completed,COD
ORD-00514,2025-07-29 18:31:00,CUST-0213,First Class,Completed,COD
ORD-00515,2025-09-08 10:05:00,CUST-0290,Standard Class,Completed,Transfer Bank
ORD-00516,2026-02-12 20:14:00,CUST-0150,First Class,Completed,Transfer Bank
ORD-00517,2025-05-21 11:34:00,CUST-0148,Standard Class,Completed,E-Wallet
ORD-00518,2026-02-04 15:36:00,CUST-0254,Standard Class,Completed,Transfer Bank
ORD-00519,2025-10-21 09:17:00,CUST-0279,Standard Class,Cancelled,Credit Card
ORD-00520,2025-10-05 21:48:00,CUST-0022,Second Class,Completed,COD
ORD-00521,2025-10-07 11:27:00,CUST-0053,Second Class,Completed,E-Wallet
ORD-00522,2025-06-02 21:02:00,CUST-0231,Second Class,Completed,Credit Card
ORD-00523,2025-06-28 21:52:00,CUST-0045,Second Class,Completed,COD
ORD-00524,2026-03-20 09:49:00,CUST-0122,Standard Class,Completed,E-Wallet
ORD-00525,2026-02-20 19:37:00,CUST-0180,Second Class,Completed,COD
ORD-00526,2025-03-26 17:08:00,CUST-0106,Standard Class,Returned,E-Wallet
ORD-00527,2026-02-17 08:36:00,CUST-0180,Second Class,Completed,Credit Card
ORD-00528,2025-11-02 16:10:00,CUST-0166,Standard Class,Completed,Credit Card
ORD-00529,2025-05-29 17:17:00,CUST-0264,Standard Class,Completed,Transfer Bank
ORD-00530,2025-03-11 20:50:00,CUST-0211,Standard Class,Completed,Transfer Bank
ORD-00531,2025-05-22 21:41:00,CUST-0065,Same Day,Completed,E-Wallet
ORD-00532,2025-05-08 10:45:00,CUST-0165,Second Class,Completed,E-Wallet
ORD-00533,2026-01-25 21:43:00,CUST-0202,Standard Class,Completed,COD
ORD-00534,2025-03-14 17:40:00,CUST-0138,Standard Class,Completed,COD
ORD-00535,2025-07-12 15:04:00,CUST-0048,First Class,Completed,COD
ORD-00536,2025-09-21 19:17:00,CUST-0189,Second Class,Completed,COD
ORD-00537,2026-05-02 15:20:00,CUST-0298,Second Class,Completed,Transfer Bank
ORD-00538,2026-03-21 20:54:00,CUST-0048,Standard Class,Completed,COD
ORD-00539,2025-11-22 18:44:00,CUST-0184,Same Day,Completed,Transfer Bank
ORD-00540,2026-02-12 16:25:00,CUST-0112,Standard Class,Completed,COD
ORD-00541,2026-02-27 11:31:00,CUST-0138,Standard Class,Completed,Credit Card
ORD-00542,2026-03-01 12:21:00,CUST-0281,Standard Class,Completed,E-Wallet
ORD-00543,2025-10-17 21:31:00,CUST-0176,Standard Class,Completed,Transfer Bank
ORD-00544,2025-01-24 09:40:00,CUST-0236,Second Class,Completed,Transfer Bank
ORD-00545,2025-03-05 21:10:00,CUST-0226,Standard Class,Completed,COD
ORD-00546,2025-01-01 14:12:00,CUST-0068,Standard Class,Completed,Credit Card
ORD-00547,2025-03-23 21:59:00,CUST-0141,Standard Class,Completed,Transfer Bank
ORD-00548,2025-12-02 13:16:00,CUST-0043,Second Class,Completed,Credit Card
ORD-00549,2025-12-07 18:10:00,CUST-0027,First Class,Completed,COD
ORD-00550,2025-11-17 12:46:00,CUST-0120,Second Class,Completed,COD
ORD-00551,2025-12-02 09:45:00,CUST-0049,Second Class,Completed,Transfer Bank
ORD-00552,2025-04-20 15:04:00,CUST-0068,First Class,Completed,E-Wallet
ORD-00553,2025-09-23 18:28:00,CUST-0005,Second Class,Completed,Transfer Bank
ORD-00554,2025-12-23 13:52:00,CUST-0062,Standard Class,Completed,COD
ORD-00555,2025-12-22 10:30:00,CUST-0037,Standard Class,Completed,E-Wallet
ORD-00556,2025-07-16 09:46:00,CUST-0053,Standard Class,Completed,Transfer Bank
ORD-00557,2025-06-10 13:56:00,CUST-0154,Second Class,Completed,E-Wallet
ORD-00558,2025-07-15 20:52:00,CUST-0069,First Class,Completed,E-Wallet
ORD-00559,2025-02-05 16:36:00,CUST-0005,Second Class,Completed,E-Wallet
ORD-00560,2025-08-14 13:46:00,CUST-0110,Second Class,Completed,E-Wallet
ORD-00561,2026-04-16 14:39:00,CUST-0227,Second Class,Completed,E-Wallet
ORD-00562,2025-02-14 09:08:00,CUST-0064,Second Class,Completed,COD
ORD-00563,2025-06-29 14:20:00,CUST-0072,Standard Class,Completed,E-Wallet
ORD-00564,2025-05-22 18:05:00,CUST-0128,Standard Class,Completed,Credit Card
ORD-00565,2026-02-03 19:01:00,CUST-0155,Standard Class,Cancelled,E-Wallet
ORD-00566,2025-09-23 17:32:00,CUST-0097,Second Class,Completed,COD
ORD-00567,2025-06-01 18:03:00,CUST-0123,Standard Class,Completed,COD
ORD-00568,2025-07-17 09:15:00,CUST-0256,Standard Class,Completed,Transfer Bank
ORD-00569,2025-09-28 08:23:00,CUST-0163,Second Class,Completed,E-Wallet
ORD-00570,2025-07-18 21:53:00,CUST-0292,Standard Class,Completed,COD
ORD-00571,2025-07-07 16:43:00,CUST-0089,Second Class,Completed,COD
ORD-00572,2026-05-04 20:04:00,CUST-0009,First Class,Completed,Transfer Bank
ORD-00573,2025-01-08 12:13:00,CUST-0021,Second Class,Completed,Transfer Bank
ORD-00574,2026-05-01 20:25:00,CUST-0260,Standard Class,Completed,Credit Card
ORD-00575,2025-11-18 19:32:00,CUST-0213,Second Class,Completed,COD
ORD-00576,2025-12-26 14:05:00,CUST-0275,Standard Class,Completed,E-Wallet
ORD-00577,2025-05-23 09:19:00,CUST-0041,First Class,Completed,E-Wallet
ORD-00578,2026-05-14 20:09:00,CUST-0275,Second Class,Completed,Credit Card
ORD-00579,2025-07-20 17:40:00,CUST-0034,Second Class,Completed,Credit Card
ORD-00580,2025-12-24 14:46:00,CUST-0123,Standard Class,Completed,Transfer Bank
ORD-00581,2025-05-06 09:59:00,CUST-0223,Standard Class,Completed,Transfer Bank
ORD-00582,2025-08-21 17:38:00,CUST-0029,Standard Class,Completed,Credit Card
ORD-00583,2025-12-08 19:42:00,CUST-0090,Second Class,Completed,Transfer Bank
ORD-00584,2025-01-07 19:08:00,CUST-0006,Standard Class,Completed,E-Wallet
ORD-00585,2025-09-12 13:33:00,CUST-0265,Standard Class,Completed,Credit Card
ORD-00586,2025-03-27 13:08:00,CUST-0138,Standard Class,Completed,Transfer Bank
ORD-00587,2026-01-30 08:21:00,CUST-0220,Standard Class,Completed,Credit Card
ORD-00588,2025-09-26 09:16:00,CUST-0296,Second Class,Completed,Transfer Bank
ORD-00589,2025-09-12 15:32:00,CUST-0185,Standard Class,Completed,Transfer Bank
ORD-00590,2025-09-13 21:36:00,CUST-0086,Standard Class,Completed,Credit Card
ORD-00591,2025-03-22 12:49:00,CUST-0053,Standard Class,Completed,Transfer Bank
ORD-00592,2025-04-27 19:32:00,CUST-0002,Standard Class,Completed,Transfer Bank
ORD-00593,2026-03-16 21:00:00,CUST-0126,Second Class,Completed,Transfer Bank
ORD-00594,2025-08-30 13:24:00,CUST-0077,Second Class,Completed,E-Wallet
ORD-00595,2026-04-22 21:02:00,CUST-0284,Second Class,Completed,COD
ORD-00596,2025-04-25 13:15:00,CUST-0214,Standard Class,Completed,Credit Card
ORD-00597,2025-05-19 21:04:00,CUST-0293,Standard Class,Completed,Credit Card
ORD-00598,2025-03-03 16:43:00,CUST-0027,Standard Class,Completed,E-Wallet
ORD-00599,2025-04-25 20:33:00,CUST-0024,Standard Class,Completed,COD
ORD-00600,2025-02-05 15:55:00,CUST-0145,First Class,Completed,Credit Card
ORD-00601,2025-06-17 09:35:00,CUST-0234,Standard Class,Completed,Transfer Bank
ORD-00602,2025-07-08 11:18:00,CUST-0289,Standard Class,Completed,Credit Card
ORD-00603,2026-01-14 17:15:00,CUST-0238,Standard Class,Completed,Credit Card
ORD-00604,2025-10-30 15:49:00,CUST-0101,Standard Class,Completed,E-Wallet
ORD-00605,2025-03-19 08:59:00,CUST-0210,Second Class,Completed,Transfer Bank
ORD-00606,2025-04-30 16:22:00,CUST-0005,Standard Class,Completed,Credit Card
ORD-00607,2025-01-01 20:42:00,CUST-0193,Standard Class,Completed,Credit Card
ORD-00608,2025-02-23 11:33:00,CUST-0122,Standard Class,Completed,COD
ORD-00609,2025-09-09 08:09:00,CUST-0144,Standard Class,Completed,Transfer Bank
ORD-00610,2025-01-23 11:57:00,CUST-0267,Second Class,Completed,COD
ORD-00611,2025-12-25 13:29:00,CUST-0044,Same Day,Completed,Transfer Bank
ORD-00612,2025-09-16 10:40:00,CUST-0202,Standard Class,Completed,Transfer Bank
ORD-00613,2025-10-31 17:03:00,CUST-0223,Standard Class,Completed,E-Wallet
ORD-00614,2025-05-02 12:16:00,CUST-0162,Second Class,Completed,COD
ORD-00615,2025-12-25 21:47:00,CUST-0168,Standard Class,Completed,Credit Card
ORD-00616,2025-08-20 12:14:00,CUST-0039,Second Class,Completed,E-Wallet
ORD-00617,2025-03-11 20:49:00,CUST-0300,Second Class,Returned,Transfer Bank
ORD-00618,2025-03-21 09:10:00,CUST-0231,Standard Class,Completed,COD
ORD-00619,2025-06-10 14:07:00,CUST-0275,Second Class,Completed,Credit Card
ORD-00620,2026-05-09 20:13:00,CUST-0232,Second Class,Returned,Credit Card
ORD-00621,2025-08-26 12:54:00,CUST-0062,Standard Class,Completed,Transfer Bank
ORD-00622,2025-03-22 20:43:00,CUST-0156,Standard Class,Completed,Transfer Bank
ORD-00623,2025-04-21 21:54:00,CUST-0168,Second Class,Completed,E-Wallet
ORD-00624,2025-02-16 19:15:00,CUST-0183,Standard Class,Cancelled,COD
ORD-00625,2025-09-20 08:43:00,CUST-0154,Standard Class,Completed,Credit Card
ORD-00626,2026-02-24 10:01:00,CUST-0208,Standard Class,Completed,COD
ORD-00627,2025-10-12 19:35:00,CUST-0128,Standard Class,Cancelled,Transfer Bank
ORD-00628,2025-08-25 09:51:00,CUST-0072,Standard Class,Completed,Transfer Bank
ORD-00629,2025-01-07 08:53:00,CUST-0114,Second Class,Completed,E-Wallet
ORD-00630,2025-04-12 21:25:00,CUST-0191,Second Class,Completed,Transfer Bank
ORD-00631,2025-10-26 17:16:00,CUST-0039,First Class,Cancelled,Transfer Bank
ORD-00632,2025-02-03 11:57:00,CUST-0228,First Class,Completed,E-Wallet
ORD-00633,2025-02-17 21:53:00,CUST-0170,Standard Class,Completed,Transfer Bank
ORD-00634,2025-01-22 15:03:00,CUST-0087,Standard Class,Completed,COD
ORD-00635,2026-02-25 19:25:00,CUST-0255,Standard Class,Completed,Transfer Bank
ORD-00636,2025-07-15 18:27:00,CUST-0089,Standard Class,Cancelled,Credit Card
ORD-00637,2025-04-20 10:17:00,CUST-0144,Second Class,Completed,COD
ORD-00638,2026-03-29 10:02:00,CUST-0126,Standard Class,Completed,Credit Card
ORD-00639,2025-09-13 14:56:00,CUST-0282,First Class,Completed,COD
ORD-00640,2025-02-01 09:17:00,CUST-0197,Standard Class,Completed,E-Wallet
ORD-00641,2025-08-03 11:41:00,CUST-0270,Second Class,Completed,E-Wallet
ORD-00642,2025-11-19 20:34:00,CUST-0010,First Class,Returned,COD
ORD-00643,2026-02-05 19:22:00,CUST-0246,Standard Class,Completed,COD
ORD-00644,2025-06-26 17:32:00,CUST-0165,Second Class,Completed,COD
ORD-00645,2025-05-19 10:01:00,CUST-0164,Same Day,Completed,E-Wallet
ORD-00646,2025-01-16 20:49:00,CUST-0144,Standard Class,Completed,Transfer Bank
ORD-00647,2026-02-19 15:33:00,CUST-0184,Standard Class,Completed,E-Wallet
ORD-00648,2026-05-14 10:06:00,CUST-0127,Standard Class,Completed,E-Wallet
ORD-00649,2025-05-17 16:52:00,CUST-0029,Standard Class,Completed,E-Wallet
ORD-00650,2025-10-22 21:51:00,CUST-0199,Standard Class,Completed,Credit Card
ORD-00651,2026-04-24 21:54:00,CUST-0089,Standard Class,Completed,E-Wallet
ORD-00652,2025-05-02 17:20:00,CUST-0184,Second Class,Completed,Transfer Bank
ORD-00653,2025-12-27 19:22:00,CUST-0291,Second Class,Completed,E-Wallet
ORD-00654,2025-10-16 11:53:00,CUST-0253,First Class,Completed,Credit Card
ORD-00655,2025-03-31 15:02:00,CUST-0047,First Class,Completed,Transfer Bank
ORD-00656,2025-04-30 17:14:00,CUST-0011,First Class,Completed,COD
ORD-00657,2025-01-01 13:58:00,CUST-0104,First Class,Completed,E-Wallet
