item_id,order_id,product_id,quantity,unit_price,cost_price,discount
ITM-000435,ORD-00253,PROD-008,1,280000,175000,0.2
ITM-000436,ORD-00253,PROD-001,2,150000,95000,0.0
ITM-000437,ORD-00253,PROD-017,2,50000,22000,0.0
ITM-000438,ORD-00254,PROD-001,1,150000,95000,0.2
ITM-000439,ORD-00254,PROD-023,1,45000,20000,0.0
ITM-000440,ORD-00254,PROD-017,1,50000,22000,0.05
ITM-000441,ORD-00254,PROD-008,1,280000,175000,0.1
ITM-000442,ORD-00255,PROD-018,2,95000,48000,0.0
ITM-000443,ORD-00255,PROD-020,1,65000,32000,0.1
ITM-000444,ORD-00256,PROD-007,1,200000,120000,0.0
ITM-000445,ORD-00256,PROD-016,1,175000,95000,0.0
ITM-000446,ORD-00257,PROD-002,3,450000,280000,0.0
ITM-000447,ORD-00258,PROD-022,3,125000,68000,0.0
ITM-000448,ORD-00258,PROD-001,1,150000,95000,0.0
ITM-000449,ORD-00259,PROD-019,2,110000,60000,0.0
ITM-000450,ORD-00260,PROD-011,2,75000,35000,0.1
ITM-000451,ORD-00261,PROD-020,5,65000,32000,0.0
ITM-000452,ORD-00261,PROD-007,1,200000,120000,0.0
ITM-000453,ORD-00262,PROD-010,5,85000,45000,0.15
ITM-000454,ORD-00263,PROD-016,1,175000,95000,0.0
ITM-000455,ORD-00263,PROD-023,1,45000,20000,0.05
ITM-000456,ORD-00263,PROD-024,2,36000,18000,0.1
ITM-000457,ORD-00264,PROD-013,3,220000,125000,0.0
ITM-000458,ORD-00264,PROD-004,1,120000,70000,0.0
ITM-000459,ORD-00264,PROD-009,3,250000,140000,0.0
ITM-000460,ORD-00264,PROD-002,1,450000,280000,0.1
ITM-000461,ORD-00265,PROD-020,1,65000,32000,0.0
ITM-000462,ORD-00266,PROD-013,1,220000,125000,0.05
ITM-000463,ORD-00266,PROD-003,1,350000,210000,0.05
ITM-000464,ORD-00267,PROD-022,1,125000,68000,0.05
ITM-000465,ORD-00267,PROD-008,2,280000,175000,0.05
ITM-000466,ORD-00267,PROD-005,1,1800000,1350000,0.0
ITM-000467,ORD-00267,PROD-001,5,150000,95000,0.0
ITM-000468,ORD-00268,PROD-022,5,125000,68000,0.1
ITM-000469,ORD-00268,PROD-006,1,35000,15000,0.05
ITM-000470,ORD-00268,PROD-003,1,350000,210000,0.0
ITM-000471,ORD-00269,PROD-003,2,350000,210000,0.0
ITM-000472,ORD-00269,PROD-014,1,185000,100000,0.1
ITM-000473,ORD-00269,PROD-010,1,85000,45000,0.0
ITM-000474,ORD-00270,PROD-017,1,50000,22000,0.0
ITM-000475,ORD-00270,PROD-014,1,185000,100000,0.0
ITM-000476,ORD-00270,PROD-018,1,95000,48000,0.05
ITM-000477,ORD-00271,PROD-003,2,350000,210000,0.15
ITM-000478,ORD-00272,PROD-021,3,85000,42000,0.0
ITM-000479,ORD-00272,PROD-004,2,120000,70000,0.15
ITM-000480,ORD-00273,PROD-015,1,135000,70000,0.0
ITM-000481,ORD-00273,PROD-003,1,350000,210000,0.0
ITM-000482,ORD-00273,PROD-014,2,185000,100000,0.05
ITM-000483,ORD-00274,PROD-025,1,95000,50000,0.05
ITM-000484,ORD-00275,PROD-005,1,1800000,1350000,0.0
ITM-000485,ORD-00276,PROD-009,1,250000,140000,0.0
ITM-000486,ORD-00276,PROD-016,1,175000,95000,0.0
ITM-000487,ORD-00276,PROD-003,1,350000,210000,0.05
ITM-000488,ORD-00277,PROD-024,2,36000,18000,0.15
ITM-000489,ORD-00277,PROD-003,1,350000,210000,0.0
ITM-000490,ORD-00277,PROD-025,2,95000,50000,0.1
ITM-000491,ORD-00278,PROD-011,1,75000,35000,0.0
ITM-000492,ORD-00279,PROD-006,1,35000,15000,0.0
ITM-000493,ORD-00279,PROD-022,1,125000,68000,0.0
ITM-000494,ORD-00280,PROD-023,1,45000,20000,0.0
ITM-000495,ORD-00280,PROD-012,1,165000,90000,0.0
ITM-000496,ORD-00281,PROD-015,1,135000,70000,0.0
ITM-000497,ORD-00281,PROD-017,1,50000,22000,0.0
ITM-000498,ORD-00282,PROD-020,2,65000,32000,0.1
ITM-000499,ORD-00282,PROD-025,3,95000,50000,0.05
ITM-000500,ORD-00283,PROD-004,1,120000,70000,0.0
ITM-000501,ORD-00284,PROD-005,1,1800000,1350000,0.0
ITM-000502,ORD-00284,PROD-023,2,45000,20000,0.0
ITM-000503,ORD-00285,PROD-011,3,75000,35000,0.0
ITM-000504,ORD-00286,PROD-021,3,85000,42000,0.0
ITM-000505,ORD-00286,PROD-022,1,125000,68000,0.2
ITM-000506,ORD-00287,PROD-003,1,350000,210000,0.0
ITM-000507,ORD-00288,PROD-006,1,35000,15000,0.0
ITM-000508,ORD-00289,PROD-023,2,45000,20000,0.0
ITM-000509,ORD-00290,PROD-024,2,36000,18000,0.05
ITM-000510,ORD-00290,PROD-020,1,65000,32000,0.0
ITM-000511,ORD-00290,PROD-005,1,1800000,1350000,0.0
ITM-000512,ORD-00291,PROD-018,1,95000,48000,0.1
ITM-000513,ORD-00292,PROD-007,1,200000,120000,0.1
ITM-000514,ORD-00293,PROD-023,1,45000,20000,0.05
ITM-000515,ORD-00293,PROD-024,1,36000,18000,0.05
ITM-000516,ORD-00294,PROD-008,1,280000,175000,0.0
ITM-000517,ORD-00295,PROD-020,1,65000,32000,0.0
ITM-000518,ORD-00295,PROD-016,1,175000,95000,0.05
ITM-000519,ORD-00296,PROD-008,2,280000,175000,0.0
ITM-000520,ORD-00296,PROD-016,5,175000,95000,0.1
ITM-000521,ORD-00297,PROD-019,2,110000,60000,0.0
ITM-000522,ORD-00297,PROD-001,1,150000,95000,0.2
ITM-000523,ORD-00298,PROD-011,1,75000,35000,0.0
ITM-000524,ORD-00298,PROD-007,2,200000,120000,0.15
ITM-000525,ORD-00299,PROD-025,1,95000,50000,0.0
ITM-000526,ORD-00300,PROD-021,2,85000,42000,0.15
ITM-000527,ORD-00300,PROD-005,1,1800000,1350000,0.0
ITM-000528,ORD-00301,PROD-007,1,200000,120000,0.05
ITM-000529,ORD-00301,PROD-016,1,175000,95000,0.0
ITM-000530,ORD-00302,PROD-024,1,36000,18000,0.0
ITM-000531,ORD-00302,PROD-003,5,350000,210000,0.0
ITM-000532,ORD-00302,PROD-025,1,95000,50000,0.05
ITM-000533,ORD-00303,PROD-015,2,135000,70000,0.0
ITM-000534,ORD-00303,PROD-007,1,200000,120000,0.05
ITM-000535,ORD-00304,PROD-018,1,95000,48000,0.1
ITM-000536,ORD-00305,PROD-007,1,200000,120000,0.0
ITM-000537,ORD-00306,PROD-017,1,50000,22000,0.0
ITM-000538,ORD-00307,PROD-021,2,85000,42000,0.0
ITM-000539,ORD-00307,PROD-017,1,50000,22000,0.0
ITM-000540,ORD-00308,PROD-022,1,125000,68000,0.0
ITM-000541,ORD-00309,PROD-014,2,185000,100000,0.0
ITM-000542,ORD-00309,PROD-017,1,50000,22000,0.05
ITM-000543,ORD-00310,PROD-002,1,450000,280000,0.1
ITM-000544,ORD-00311,PROD-023,2,45000,20000,0.0
ITM-000545,ORD-00312,PROD-003,2,350000,210000,0.2
ITM-000546,ORD-00312,PROD-014,1,185000,100000,0.0
ITM-000547,ORD-00313,PROD-006,1,35000,15000,0.0
ITM-000548,ORD-00314,PROD-011,1,75000,35000,0.05
ITM-000549,ORD-00314,PROD-018,1,95000,48000,0.05
ITM-000550,ORD-00315,PROD-021,1,85000,42000,0.05
ITM-000551,ORD-00315,PROD-023,3,45000,20000,0.05
ITM-000552,ORD-00316,PROD-022,5,125000,68000,0.0
ITM-000553,ORD-00317,PROD-002,1,450000,280000,0.05
ITM-000554,ORD-00317,PROD-010,1,85000,45000,0.05
ITM-000555,ORD-00318,PROD-008,1,280000,175000,0.0
ITM-000556,ORD-00319,PROD-003,2,350000,210000,0.0
ITM-000557,ORD-00320,PROD-002,1,450000,280000,0.0
ITM-000558,ORD-00321,PROD-002,1,450000,280000,0.0
ITM-000559,ORD-00321,PROD-014,1,185000,100000,0.0
ITM-000560,ORD-00322,PROD-009,5,250000,140000,0.0
ITM-000561,ORD-00323,PROD-020,1,65000,32000,0.0
ITM-000562,ORD-00323,PROD-013,2,220000,125000,0.15
ITM-000563,ORD-00324,PROD-004,1,120000,70000,0.15
ITM-000564,ORD-00325,PROD-005,1,1800000,1350000,0.0
ITM-000565,ORD-00325,PROD-024,5,36000,18000,0.0
ITM-000566,ORD-00326,PROD-009,3,250000,140000,0.0
ITM-000567,ORD-00326,PROD-004,1,120000,70000,0.0
ITM-000568,ORD-00327,PROD-004,1,120000,70000,0.05
ITM-000569,ORD-00328,PROD-025,3,95000,50000,0.1
ITM-000570,ORD-00328,PROD-014,1,185000,100000,0.0
ITM-000571,ORD-00329,PROD-014,5,185000,100000,0.0
ITM-000572,ORD-00329,PROD-012,1,165000,90000,0.0
ITM-000573,ORD-00330,PROD-018,2,95000,48000,0.0
ITM-000574,ORD-00330,PROD-010,1,85000,45000,0.15
ITM-000575,ORD-00331,PROD-018,5,95000,48000,0.05
ITM-000576,ORD-00331,PROD-002,2,450000,280000,0.0
ITM-000577,ORD-00331,PROD-022,1,125000,68000,0.0
ITM-000578,ORD-00332,PROD-018,1,95000,48000,0.15
ITM-000579,ORD-00332,PROD-001,1,150000,95000,0.0
ITM-000580,ORD-00332,PROD-015,1,135000,70000,0.0
ITM-000581,ORD-00333,PROD-005,2,1800000,1350000,0.0
ITM-000582,ORD-00333,PROD-023,3,45000,20000,0.0
ITM-000583,ORD-00334,PROD-009,1,250000,140000,0.0
ITM-000584,ORD-00335,PROD-016,2,175000,95000,0.0
ITM-000585,ORD-00335,PROD-005,3,1800000,1350000,0.0
ITM-000586,ORD-00336,PROD-021,1,85000,42000,0.0
ITM-000587,ORD-00336,PROD-016,1,175000,95000,0.05
ITM-000588,ORD-00336,PROD-010,2,85000,45000,0.1
ITM-000589,ORD-00336,PROD-024,1,36000,18000,0.05
ITM-000590,ORD-00337,PROD-024,1,36000,18000,0.15
ITM-000591,ORD-00338,PROD-025,1,95000,50000,0.0
ITM-000592,ORD-00339,PROD-008,1,280000,175000,0.05
ITM-000593,ORD-00340,PROD-001,1,150000,95000,0.1
ITM-000594,ORD-00340,PROD-012,1,165000,90000,0.05
ITM-000595,ORD-00341,PROD-023,1,45000,20000,0.0
ITM-000596,ORD-00342,PROD-004,1,120000,70000,0.0
ITM-000597,ORD-00342,PROD-016,2,175000,95000,0.0
ITM-000598,ORD-00342,PROD-013,3,220000,125000,0.0
ITM-000599,ORD-00342,PROD-018,3,95000,48000,0.1
ITM-000600,ORD-00343,PROD-005,1,1800000,1350000,0.0
ITM-000601,ORD-00343,PROD-014,1,185000,100000,0.0
ITM-000602,ORD-00343,PROD-004,2,120000,70000,0.0
ITM-000603,ORD-00344,PROD-001,1,150000,95000,0.0
ITM-000604,ORD-00344,PROD-009,5,250000,140000,0.0
ITM-000605,ORD-00345,PROD-003,1,350000,210000,0.0
ITM-000606,ORD-00346,PROD-003,2,350000,210000,0.05
ITM-000607,ORD-00347,PROD-018,1,95000,48000,0.1
ITM-000608,ORD-00347,PROD-004,2,120000,70000,0.1
ITM-000609,ORD-00347,PROD-024,1,36000,18000,0.0
ITM-000610,ORD-00348,PROD-018,2,95000,48000,0.0
ITM-000611,ORD-00349,PROD-017,5,50000,22000,0.1
ITM-000612,ORD-00349,PROD-020,1,65000,32000,0.0
ITM-000613,ORD-00349,PROD-021,2,85000,42000,0.05
ITM-000614,ORD-00349,PROD-019,2,110000,60000,0.15
ITM-000615,ORD-00350,PROD-013,1,220000,125000,0.15
ITM-000616,ORD-00351,PROD-024,1,36000,18000,0.2
ITM-000617,ORD-00351,PROD-001,2,150000,95000,0.05
ITM-000618,ORD-00352,PROD-013,1,220000,125000,0.0
ITM-000619,ORD-00353,PROD-011,1,75000,35000,0.1
ITM-000620,ORD-00353,PROD-004,1,120000,70000,0.05
ITM-000621,ORD-00354,PROD-013,1,220000,125000,0.0
ITM-000622,ORD-00354,PROD-003,1,350000,210000,0.0
ITM-000623,ORD-00355,PROD-021,2,85000,42000,0.0
ITM-000624,ORD-00356,PROD-024,1,36000,18000,0.0
ITM-000625,ORD-00357,PROD-024,2,36000,18000,0.0
ITM-000626,ORD-00357,PROD-022,1,125000,68000,0.1
ITM-000627,ORD-00358,PROD-002,1,450000,280000,0.15
ITM-000628,ORD-00359,PROD-025,2,95000,50000,0.0
ITM-000629,ORD-00360,PROD-018,2,95000,48000,0.0
ITM-000630,ORD-00360,PROD-015,1,135000,70000,0.0
ITM-000631,ORD-00361,PROD-024,1,36000,18000,0.0
ITM-000632,ORD-00362,PROD-006,2,35000,15000,0.05
ITM-000633,ORD-00362,PROD-021,5,85000,42000,0.0
ITM-000634,ORD-00363,PROD-005,1,1800000,1350000,0.0
ITM-000635,ORD-00364,PROD-008,2,280000,175000,0.0
ITM-000636,ORD-00364,PROD-021,1,85000,42000,0.0
ITM-000637,ORD-00365,PROD-007,1,200000,120000,0.0
ITM-000638,ORD-00365,PROD-019,3,110000,60000,0.1
ITM-000639,ORD-00365,PROD-004,2,120000,70000,0.05
ITM-000640,ORD-00366,PROD-025,1,95000,50000,0.0
ITM-000641,ORD-00366,PROD-022,1,125000,68000,0.0
ITM-000642,ORD-00366,PROD-006,1,35000,15000,0.05
ITM-000643,ORD-00367,PROD-024,1,36000,18000,0.2
ITM-000644,ORD-00368,PROD-012,1,165000,90000,0.0
ITM-000645,ORD-00369,PROD-016,1,175000,95000,0.2
ITM-000646,ORD-00370,PROD-003,3,350000,210000,0.0
ITM-000647,ORD-00370,PROD-018,2,95000,48000,0.15
ITM-000648,ORD-00370,PROD-017,2,50000,22000,0.0
ITM-000649,ORD-00371,PROD-001,2,150000,95000,0.0
ITM-000650,ORD-00372,PROD-025,1,95000,50000,0.1
ITM-000651,ORD-00372,PROD-024,1,36000,18000,0.0
ITM-000652,ORD-00373,PROD-003,1,350000,210000,0.2
ITM-000653,ORD-00373,PROD-001,2,150000,95000,0.05
ITM-000654,ORD-00373,PROD-005,1,1800000,1350000,0.1
ITM-000655,ORD-00374,PROD-018,1,95000,48000,0.1
ITM-000656,ORD-00374,PROD-009,1,250000,140000,0.0
ITM-000657,ORD-00375,PROD-011,1,75000,35000,0.05
ITM-000658,ORD-00375,PROD-008,1,280000,175000,0.0
ITM-000659,ORD-00376,PROD-021,1,85000,42000,0.0
ITM-000660,ORD-00377,PROD-007,1,200000,120000,0.0
ITM-000661,ORD-00378,PROD-015,1,135000,70000,0.0
ITM-000662,ORD-00379,PROD-023,1,45000,20000,0.15
ITM-000663,ORD-00379,PROD-014,3,185000,100000,0.0
ITM-000664,ORD-00380,PROD-017,3,50000,22000,0.05
ITM-000665,ORD-00380,PROD-014,2,185000,100000,0.05
ITM-000666,ORD-00380,PROD-010,2,85000,45000,0.0
ITM-000667,ORD-00381,PROD-013,1,220000,125000,0.0
ITM-000668,ORD-00381,PROD-023,2,45000,20000,0.1
ITM-000669,ORD-00381,PROD-011,1,75000,35000,0.0
ITM-000670,ORD-00382,PROD-005,1,1800000,1350000,0.05
ITM-000671,ORD-00383,PROD-017,1,50000,22000,0.0
ITM-000672,ORD-00384,PROD-021,2,85000,42000,0.05
ITM-000673,ORD-00384,PROD-023,1,45000,20000,0.0
ITM-000674,ORD-00385,PROD-014,1,185000,100000,0.15
ITM-000675,ORD-00386,PROD-024,1,36000,18000,0.0
ITM-000676,ORD-00387,PROD-001,1,150000,95000,0.15
ITM-000677,ORD-00387,PROD-022,1,125000,68000,0.0
ITM-000678,ORD-00387,PROD-007,1,200000,120000,0.0
ITM-000679,ORD-00388,PROD-004,2,120000,70000,0.0
ITM-000680,ORD-00389,PROD-003,1,350000,210000,0.0
ITM-000681,ORD-00390,PROD-010,2,85000,45000,0.0
ITM-000682,ORD-00390,PROD-009,3,250000,140000,0.05
ITM-000683,ORD-00391,PROD-004,1,120000,70000,0.0
ITM-000684,ORD-00391,PROD-010,2,85000,45000,0.2
ITM-000685,ORD-00391,PROD-009,1,250000,140000,0.0
ITM-000686,ORD-00392,PROD-014,1,185000,100000,0.0
ITM-000687,ORD-00392,PROD-006,2,35000,15000,0.0
ITM-000688,ORD-00392,PROD-017,1,50000,22000,0.1
ITM-000689,ORD-00393,PROD-025,1,95000,50000,0.0
ITM-000690,ORD-00393,PROD-009,3,250000,140000,0.15
ITM-000691,ORD-00394,PROD-002,1,450000,280000,0.0
ITM-000692,ORD-00394,PROD-014,2,185000,100000,0.05
ITM-000693,ORD-00395,PROD-021,2,85000,42000,0.2
ITM-000694,ORD-00396,PROD-008,1,280000,175000,0.0
ITM-000695,ORD-00396,PROD-003,1,350000,210000,0.05
ITM-000696,ORD-00397,PROD-024,2,36000,18000,0.0
ITM-000697,ORD-00397,PROD-008,1,280000,175000,0.0
ITM-000698,ORD-00397,PROD-015,2,135000,70000,0.05
ITM-000699,ORD-00397,PROD-002,1,450000,280000,0.0
ITM-000700,ORD-00398,PROD-023,2,45000,20000,0.0
ITM-000701,ORD-00399,PROD-020,5,65000,32000,0.1
ITM-000702,ORD-00400,PROD-017,1,50000,22000,0.0
ITM-000703,ORD-00401,PROD-023,1,45000,20000,0.05
ITM-000704,ORD-00401,PROD-007,3,200000,120000,0.0
ITM-000705,ORD-00401,PROD-006,2,35000,15000,0.0
ITM-000706,ORD-00401,PROD-012,1,165000,90000,0.0
ITM-000707,ORD-00402,PROD-001,2,150000,95000,0.05
ITM-000708,ORD-00403,PROD-025,1,95000,50000,0.2
ITM-000709,ORD-00404,PROD-023,1,45000,20000,0.1
ITM-000710,ORD-00405,PROD-018,1,95000,48000,0.15
ITM-000711,ORD-00405,PROD-009,1,250000,140000,0.05
ITM-000712,ORD-00405,PROD-014,2,185000,100000,0.0
ITM-000713,ORD-00406,PROD-020,1,65000,32000,0.0
ITM-000714,ORD-00407,PROD-025,1,95000,50000,0.0
ITM-000715,ORD-00407,PROD-007,2,200000,120000,0.15
ITM-000716,ORD-00408,PROD-023,2,45000,20000,0.0
ITM-000717,ORD-00408,PROD-024,1,36000,18000,0.0
ITM-000718,ORD-00408,PROD-016,1,175000,95000,0.0
ITM-000719,ORD-00409,PROD-022,1,125000,68000,0.0
ITM-000720,ORD-00410,PROD-022,2,125000,68000,0.0
ITM-000721,ORD-00411,PROD-011,2,75000,35000,0.0
ITM-000722,ORD-00411,PROD-006,1,35000,15000,0.0
ITM-000723,ORD-00412,PROD-006,1,35000,15000,0.05
ITM-000724,ORD-00412,PROD-013,5,220000,125000,0.05
ITM-000725,ORD-00412,PROD-008,1,280000,175000,0.0
ITM-000726,ORD-00413,PROD-014,2,185000,100000,0.1
ITM-000727,ORD-00413,PROD-017,3,50000,22000,0.2
ITM-000728,ORD-00414,PROD-003,2,350000,210000,0.05
ITM-000729,ORD-00415,PROD-016,1,175000,95000,0.0
ITM-000730,ORD-00416,PROD-011,2,75000,35000,0.0
ITM-000731,ORD-00417,PROD-007,2,200000,120000,0.0
ITM-000732,ORD-00418,PROD-003,1,350000,210000,0.05
ITM-000733,ORD-00419,PROD-001,5,150000,95000,0.15
ITM-000734,ORD-00420,PROD-008,1,280000,175000,0.05
ITM-000735,ORD-00421,PROD-020,1,65000,32000,0.0
ITM-000736,ORD-00421,PROD-003,3,350000,210000,0.0
ITM-000737,ORD-00421,PROD-013,2,220000,125000,0.0
ITM-000738,ORD-00422,PROD-016,1,175000,95000,0.05
ITM-000739,ORD-00422,PROD-018,3,95000,48000,0.1
ITM-000740,ORD-00423,PROD-010,1,85000,45000,0.0
ITM-000741,ORD-00423,PROD-012,1,165000,90000,0.0
ITM-000742,ORD-00424,PROD-005,1,1800000,1350000,0.0
ITM-000743,ORD-00425,PROD-005,1,1800000,1350000,0.2
ITM-000744,ORD-00426,PROD-010,1,85000,45000,0.05
ITM-000745,ORD-00427,PROD-013,1,220000,125000,0.0
ITM-000746,ORD-00427,PROD-002,3,450000,280000,0.0
ITM-000747,ORD-00428,PROD-005,2,1800000,1350000,0.0
ITM-000748,ORD-00429,PROD-020,1,65000,32000,0.0
ITM-000749,ORD-00430,PROD-012,3,165000,90000,0.05
ITM-000750,ORD-00430,PROD-018,1,95000,48000,0.05
ITM-000751,ORD-00431,PROD-024,5,36000,18000,0.0
ITM-000752,ORD-00432,PROD-025,1,95000,50000,0.0
ITM-000753,ORD-00433,PROD-023,1,45000,20000,0.1
ITM-000754,ORD-00434,PROD-024,1,36000,18000,0.05
ITM-000755,ORD-00435,PROD-023,1,45000,20000,0.1
ITM-000756,ORD-00436,PROD-020,1,65000,32000,0.0
ITM-000757,ORD-00437,PROD-022,1,125000,68000,0.0
ITM-000758,ORD-00438,PROD-022,2,125000,68000,0.0
ITM-000759,ORD-00438,PROD-025,2,95000,50000,0.0
ITM-000760,ORD-00438,PROD-016,1,175000,95000,0.0
ITM-000761,ORD-00439,PROD-019,2,110000,60000,0.0
ITM-000762,ORD-00439,PROD-008,1,280000,175000,0.1
ITM-000763,ORD-00439,PROD-016,5,175000,95000,0.05
ITM-000764,ORD-00439,PROD-010,5,85000,45000,0.05
ITM-000765,ORD-00440,PROD-010,1,85000,45000,0.0
ITM-000766,ORD-00441,PROD-025,1,95000,50000,0.0
ITM-000767,ORD-00442,PROD-016,2,175000,95000,0.0
ITM-000768,ORD-00442,PROD-009,2,250000,140000,0.05
ITM-000769,ORD-00443,PROD-018,5,95000,48000,0.0
ITM-000770,ORD-00443,PROD-010,1,85000,45000,0.1
ITM-000771,ORD-00444,PROD-023,1,45000,20000,0.0
ITM-000772,ORD-00444,PROD-011,2,75000,35000,0.05
ITM-000773,ORD-00445,PROD-023,1,45000,20000,0.15
ITM-000774,ORD-00446,PROD-015,1,135000,70000,0.1
ITM-000775,ORD-00446,PROD-003,2,350000,210000,0.0
ITM-000776,ORD-00446,PROD-010,2,85000,45000,0.05
ITM-000777,ORD-00447,PROD-012,1,165000,90000,0.0
ITM-000778,ORD-00447,PROD-024,3,36000,18000,0.1
ITM-000779,ORD-00447,PROD-021,1,85000,42000,0.0
ITM-000780,ORD-00448,PROD-024,1,36000,18000,0.0
ITM-000781,ORD-00448,PROD-008,1,280000,175000,0.0
ITM-000782,ORD-00449,PROD-024,1,36000,18000,0.0
ITM-000783,ORD-00450,PROD-004,2,120000,70000,0.0
ITM-000784,ORD-00450,PROD-003,2,350000,210000,0.0
ITM-000785,ORD-00450,PROD-018,5,95000,48000,0.0
ITM-000786,ORD-00451,PROD-015,3,135000,70000,0.0
ITM-000787,ORD-00451,PROD-006,1,35000,15000,0.15
ITM-000788,ORD-00451,PROD-022,1,125000,68000,0.0
ITM-000789,ORD-00451,PROD-012,3,165000,90000,0.0
ITM-000790,ORD-00452,PROD-014,1,185000,100000,0.05
ITM-000791,ORD-00453,PROD-024,2,36000,18000,0.0
ITM-000792,ORD-00454,PROD-020,1,65000,32000,0.0
ITM-000793,ORD-00455,PROD-012,1,165000,90000,0.05
ITM-000794,ORD-00455,PROD-015,2,135000,70000,0.0
ITM-000795,ORD-00456,PROD-024,1,36000,18000,0.0
ITM-000796,ORD-00456,PROD-012,1,165000,90000,0.0
ITM-000797,ORD-00457,PROD-003,1,350000,210000,0.0
ITM-000798,ORD-00457,PROD-016,1,175000,95000,0.0
ITM-000799,ORD-00457,PROD-023,2,45000,20000,0.0
ITM-000800,ORD-00458,PROD-025,5,95000,50000,0.0
ITM-000801,ORD-00459,PROD-007,1,200000,120000,0.15
ITM-000802,ORD-00460,PROD-001,1,150000,95000,0.05
ITM-000803,ORD-00460,PROD-015,1,135000,70000,0.05
ITM-000804,ORD-00461,PROD-019,1,110000,60000,0.05
ITM-000805,ORD-00462,PROD-007,2,200000,120000,0.05
ITM-000806,ORD-00463,PROD-003,1,350000,210000,0.0
ITM-000807,ORD-00463,PROD-002,1,450000,280000,0.0
ITM-000808,ORD-00463,PROD-007,3,200000,120000,0.05
ITM-000809,ORD-00464,PROD-018,2,95000,48000,0.2
ITM-000810,ORD-00464,PROD-020,1,65000,32000,0.0
ITM-000811,ORD-00464,PROD-025,3,95000,50000,0.0
ITM-000812,ORD-00465,PROD-008,3,280000,175000,0.05
ITM-000813,ORD-00465,PROD-014,1,185000,100000,0.15
ITM-000814,ORD-00466,PROD-006,1,35000,15000,0.0
ITM-000815,ORD-00466,PROD-003,2,350000,210000,0.0
ITM-000816,ORD-00467,PROD-013,1,220000,125000,0.05
ITM-000817,ORD-00468,PROD-024,1,36000,18000,0.05
ITM-000818,ORD-00468,PROD-001,1,150000,95000,0.05
ITM-000819,ORD-00468,PROD-018,1,95000,48000,0.0
ITM-000820,ORD-00469,PROD-014,3,185000,100000,0.0
ITM-000821,ORD-00470,PROD-008,1,280000,175000,0.0
ITM-000822,ORD-00470,PROD-011,2,75000,35000,0.0
ITM-000823,ORD-00471,PROD-009,1,250000,140000,0.05
ITM-000824,ORD-00471,PROD-011,5,75000,35000,0.05
ITM-000825,ORD-00471,PROD-022,1,125000,68000,0.05
ITM-000826,ORD-00471,PROD-020,3,65000,32000,0.05
ITM-000827,ORD-00472,PROD-014,2,185000,100000,0.05
ITM-000828,ORD-00472,PROD-003,3,350000,210000,0.15
ITM-000829,ORD-00472,PROD-020,2,65000,32000,0.0
ITM-000830,ORD-00472,PROD-010,1,85000,45000,0.0
ITM-000831,ORD-00473,PROD-020,1,65000,32000,0.0
ITM-000832,ORD-00473,PROD-009,2,250000,140000,0.05
ITM-000833,ORD-00474,PROD-002,3,450000,280000,0.15
ITM-000834,ORD-00475,PROD-002,2,450000,280000,0.1
ITM-000835,ORD-00476,PROD-019,1,110000,60000,0.05
ITM-000836,ORD-00477,PROD-025,2,95000,50000,0.0
ITM-000837,ORD-00478,PROD-022,1,125000,68000,0.0
ITM-000838,ORD-00479,PROD-022,1,125000,68000,0.0
ITM-000839,ORD-00479,PROD-020,2,65000,32000,0.0
ITM-000840,ORD-00479,PROD-014,5,185000,100000,0.0
ITM-000841,ORD-00479,PROD-018,3,95000,48000,0.15
ITM-000842,ORD-00480,PROD-009,1,250000,140000,0.2
ITM-000843,ORD-00481,PROD-010,1,85000,45000,0.05
ITM-000844,ORD-00482,PROD-017,1,50000,22000,0.0
ITM-000845,ORD-00482,PROD-025,2,95000,50000,0.0
ITM-000846,ORD-00483,PROD-004,1,120000,70000,0.0
ITM-000847,ORD-00483,PROD-010,1,85000,45000,0.05
ITM-000848,ORD-00483,PROD-006,1,35000,15000,0.0
ITM-000849,ORD-00484,PROD-022,1,125000,68000,0.0
ITM-000850,ORD-00485,PROD-007,3,200000,120000,0.0
ITM-000851,ORD-00485,PROD-019,1,110000,60000,0.15
ITM-000852,ORD-00486,PROD-009,1,250000,140000,0.0
ITM-000853,ORD-00486,PROD-018,1,95000,48000,0.15
ITM-000854,ORD-00487,PROD-003,1,350000,210000,0.15
ITM-000855,ORD-00488,PROD-025,1,95000,50000,0.0
ITM-000856,ORD-00489,PROD-001,1,150000,95000,0.15
ITM-000857,ORD-00490,PROD-022,3,125000,68000,0.0
ITM-000858,ORD-00490,PROD-023,1,45000,20000,0.15
ITM-000859,ORD-00490,PROD-001,1,150000,95000,0.05
ITM-000860,ORD-00491,PROD-003,2,350000,210000,0.1
ITM-000861,ORD-00491,PROD-020,1,65000,32000,0.1
ITM-000862,ORD-00491,PROD-015,1,135000,70000,0.1
ITM-000863,ORD-00492,PROD-009,2,250000,140000,0.05
ITM-000864,ORD-00493,PROD-016,1,175000,95000,0.0
ITM-000865,ORD-00493,PROD-011,3,75000,35000,0.0
ITM-000866,ORD-00494,PROD-004,1,120000,70000,0.0
ITM-000867,ORD-00495,PROD-008,1,280000,175000,0.0
ITM-000868,ORD-00495,PROD-022,2,125000,68000,0.0
ITM-000869,ORD-00496,PROD-016,2,175000,95000,0.0
